halId_s,docType_s,doiId_s,title_s,authFullName_s,journalTitle_s,journalPublisher_s,conferenceTitle_s,publicationDateY_i,conferenceStartDateY_i,keyword_s
hal-00167594,COMM,,Incidence des poids dans un classement multicritère obtenu par la méthode OWA (Ordered Weight Average),"J. Renaud,E. Levrat,C. Fonteix",,,"60èmes journées du groupe de travail européen ""Aide Multicritère à la Décision""",2004,2004,
hal-00280041,COMM,,Sécurité de l'organisation et organisation de la sécurité : une complémentarité nécessaire pour la maîtrise des risques,"S. Duriez,E. Fadier",,,14ème Congrès national de fiabilité et de maintenabilité,2004,2004,
hal-00162754,ART,,L'apport d'un cahier des charges dans un secteur réglementé : application à la conception d'une formation de préparateurs en pharmacie hospitalière,"Véronique Noirez,B. Gustin,Jean-Pierre Grandhaye",Le Management par la Valeur,,,2004,,
hal-00288941,COUV,,"Coordination\, coopération\, gouvernance : à propos des articulations inter-organisationnelles d'une expérimentation locale",J.L. Coujard,,,,2004,,
hal-00168031,COMM,,Etude des facteurs de contingence,"S. Drouard,J.P. Grandhaye,I. May",,,2ème conférence francophone favorisant l'émergence de projets. Etude de cas et impacts dans un réseau de santé. 2ème conférence francophone en Gestion et Ingénierie des Systèmes Hospitaliers (GISEH),2004,2004,
hal-00168028,COMM,,Modélisation et optimisation des organisations hospitalières en réseau,"Jean-Pierre Grandhaye,Auguste Rakotondranaivo",,,2ème conférence francophone en Gestion et Ingénierie des Systèmes Hospitaliers (GISEH),2004,2004,
hal-00167831,COMM,,Création de valeur et complexité des services hospitaliers fonctionnant en réseau : étude méthodologique dans un service d'hématologie associé à un réseau d'oncologie,"B. Vidal,J.P. Grandhaye,J. Vigneron,M.A. Hoffman",,,2ème conférence francophone en gestion et ingénierie des systèmes hospitaliers (GISEH),2004,2004,
hal-00168034,COMM,,Keys elements of the project's piloting application to a network of care,"S. Drouard,J.P. Grandhaye,I. May",,,XIVème Congrès Health Care Systems : Public and private management,2004,2004,
hal-00284696,OTHER,,Nouvelle méthode pour concevoir un habitacle confortable à bord de l'automobile de demain,"R. Khoudeir,B. Roussel",,,,2004,,
hal-00284691,OTHER,,Critères de réussite ou d'échec d'un réseau coopératif : application au CI2P,"H. Achelhi,A. Aoussat,P. Truchot",,,,2004,,
hal-00167596,COMM,,Facilitating urban mobility by a simultaneous development of ICT's systems and new way of transportation,"Laure Morel-Guimaraes,Claudine Guidat",,,"Workshop series on ""Science, Technology and Society: The geography of internet : cities, places and fluxes of information, Center for Innovation, Technology and Policy Research",2004,2004,
hal-00167835,COMM,,Using Active Learning to train innovation engineers: a case study in a French Engineering School,"Valérie Rault-Jacquot,Raphaël Bary",,,4th International Workshop on Active Learning in Engineering Education,2004,2004,
hal-00162832,ART,,Information pharmaceutique et autonomie du patient : étude prospective sur deux populations de patients suivis en ambulatoire,"A. Champagne,P. Monfort,Jean-Pierre Grandhaye,M.A. Hoffman",Journal de Pharmacie Clinique,John Libbey Eurotext,,2004,,
hal-00162828,ART,,Organisation hospitalière et création de valeur - Application à l'informatisation du circuit de gestion des chimiothérapies anticancéreuses,"B. Vidal,V. Chopard,J. Vigneron,M.A. Hoffman,Jean-Pierre Grandhaye",Gestions hospitalières : la revue du management hospitalier,Gestions hospitalières,,2004,,
hal-00168035,COMM,,"Thinking\, creating\, evaluating future offers aimed to used without development","O. Maxant,G. Piat,B. Roussel",,,6th International Conference on the Design of Cooperative Systems (COOP'04),2004,2004,
hal-00167836,COMM,,The use of graphique intermediate representation in the early stages of the design process in order to improve interdisciplinary communication,"Thomas Valette,Nadine Stoeltzlen,Benoît Roussel,Robert Duchamp",,,CCOP'04 - 6th International Conference on the Design of Cooperative Systems,2004,2004,
hal-00167599,COMM,,Proposition de deux approches d'analyse multicritères : bilan de flux et méthode des Rough Sets : présentation des trois cas industriels chimique et agro-alimentaire,"J. Renaud,C. Fonteix",,,"59èmes journées du groupe de travail européen ""Aide Multicritères à la Décision",2004,2004,
hal-00167837,COMM,,Qu'est-ce qu'accompagner les étudiants vers plus d'autonomie ? Apports et limites de l'auto-apprentissage et de l'analyse des pratiques dans la formation des ingénieurs,Raphaël Bary,,,7ème Biennale Internationale des chercheurs et des praticiens de l'éducation et de la formation,2004,2004,
hal-00167839,COMM,,"Which impacts in food firm to ""sous-vide"" in manufacturing planning","J. Renaud,S. Carbonell,J. Oliveira",,,"5th International Conference on Integrated Design and Manufacturing in Mecahnical Engineering - ""The Design Manufacturing Interface""",2004,2004,
hal-00167852,COMM,,Improving technological innovation through strategic cooperation: an example of a successful alliance within the automobile industry,"Sandrine Aubert,Laure Morel",,,IAMOT - International Conference on Management of Technology,2004,2004,
hal-00167867,COMM,,Implementing customer relationship attitudes mapping to improve new product development,"Pierre Krawtchenko,Laure Morel-Guimaraes,Vincent Boly",,,IAMOT - International Conference on Management of Technology,2004,2004,
hal-00168025,COMM,,"Thinking\, elaborating and evaluating future offers in user oriented","O. Maxant,G. Piat,B. Roussel",,,IAMOT - International Conference on Management of Technology,2004,2004,
hal-00162812,ART,,Perception des prestations de la pharmacie par les infirmier(e)s,"B. Vidal,A. Perrin,Pascale Baratte,Jean-Pierre Grandhaye,M.A. Hoffman",Gestions hospitalières : la revue du management hospitalier,Gestions hospitalières,,2004,,
hal-00289003,OTHER,,1. Le management par la valeur 2. La communication visuelle 3. L'audit,J.P. Grandhaye,,,,2004,,
hal-00161048,ART,,Improvement of the design process through knowledge capitalization: an approach by know-how mapping,"J. Renaud,A. Lefebvre,C. Fonteix",Concurrent Engineering: Research and Applications,SAGE Publications,,2004,,
hal-00284053,COMM,,Extraction des connaissances tacites d'expert sous forme de cartographie de savoir-faire à partir d'analyse multicritère,"Irma Ramirez Aguilar,Jean Renaud,Patrick Truchot",,,Colloque IPI'2004,2004,2004,
hal-00288968,COUV,,Méthode de conception et d'évaluation de concepts innovants,"O. Maxant,G. Piat,B. Roussel",,,,2004,,
hal-00161080,ART,,Theoretical approach of the interest of technological forecasting tools in the design and optimisation of thermodynamic systems,"Laure Morel,Vincent Boly","International journal of energy, environment, economics",Nova Science Publishers,,2004,,
hal-00288942,OUV,,Ingénierie de l'Innovation - Organisation et méthodologies des entreprises innovantes,V. Boly,,,,2004,,
hal-00288957,OUV,,Gestion dynamique des connaissances industrielles,"Benoit Eynard,Muriel Lombard,Nada Matta,J. Renaud",,,,2004,,
hal-00288965,COUV,,Représentation des dispersions d'usinage en tournage à partir d'une cartographie de connaissances métier,"A. Lefebvre,J. Renaud,V. Wolf",,,,2004,,
hal-00161072,ART,,Use of technological forecasting tools for broadening the field of data processed in the design and optimisation of thermodynamic systems: application to sequential combustion in gas turbines,"M. Dames,Vincent Boly","International journal of energy, environment, economics",Nova Science Publishers,,2004,,
hal-00289008,OTHER,,Amélioration des postes de travail,"P. Arnould,J. Renaud",,,,2004,,
hal-00162316,ART,,Modélisation et performance des réseaux de santé. Contribution à la prise en charge des patients,"Jean-Pierre Grandhaye,Auguste Rakotondranaivo",Journal Européen des Systèmes Automatisés (JESA),Lavoisier,,2004,,
hal-00161633,ART,,Génie décisionnel appliqué à une polymérisation en émulsion,"J. Renaud,C. Fonteix",Journal Européen des Systèmes Automatisés (JESA),Lavoisier,,2004,,
hal-02500287,ART,,Experimental study of maleic anhydride grafting of polypropylene by reactive extrusion under supercritical conditions,"Sandrine Hoppe,Cornelius Schrauwen,Christian Fonteix,Fernand Pla",Dechema-Monographien,Verlag Chemie,,2004,,
hal-00121506,ART,10.1016/j.arcontrol.2003.09.003,Manufacturing Enterprise Control and Management System Engineering: Paradigms and Open Issues,"Gérard Morel,Hervé Panetto,Marek Zaremba,Frédérique Mayer",IFAC Annual Reviews in Control,,,2003,,"Automation Engineering,Systems Engineering,Intelligent Manufacturing Systems,Enterprise Integration and Networking,Manufacturing Plant Control,Large Scale Complex Systems,Education"
hal-00162323,ART,10.1016/S0925-7535(02)00022-X,Safe design and human activity: construction of a theoretical framework from an analysis of a printing sector,"Elie Fadier,C. de La Garza,Armelle Didelot",Safety Science,Elsevier,,2003,,
hal-00168057,COMM,,Cartographie des recherches en gestion des connaissances industrielles au sein du groupe Dyxit,"Benoit Eynard,Muriel Lombard,Nada Matta,J. Renaud",,,5th International Industrial Engineering Conference: Industrial Engineering and the new Global Challenges,2003,2003,
hal-00169379,COMM,,Extraction de la connaissance tacite à partir d'outils d'analyse des données : étude de cas sur une ligne de fabrication de fromages,"Jean Renaud,Irma Ramirez,Patrick Truchot",,,5th International Industrial Engineering Conference: Industrial Engineering and the new Global Challenges,2003,2003,
hal-00162833,ART,,Perception des prestations de la pharmacie par les infirmier(e)s,"C. Heiz-Valle,A. Perrin,M.A. Hoffman,Pascale Baratte,Jean-Pierre Grandhaye",Gestions hospitalières : la revue du management hospitalier,Gestions hospitalières,,2003,,
hal-00169381,COMM,,Les projets de changements du secteur santé : étude des facteurs de contingence dans un réseau de soins,"Stéphane Drouard,Jean-Pierre Grandhaye,Isabelle May",,,XIVe Congrès CALASS,2003,2003,
hal-00168127,COMM,,Decision making by Rough Sets applied to chemical and biochemical multicriteria process optimisation,"J. Renaud,F. Fournier,J. Thiebault,R. Lanouette,K. Zaras,C. Fonteix",,,8th IFAC Symposium Automated Systems Based on Human Skill and Knowledge,2003,2003,
hal-00168128,COMM,,Contribution to complex systems modeling process,"Frédérique Mayer,Thierry Robert",,,"8th IFAC Symposium on Automated Systems based on Human Skill ""Joint design of technology and organisation",2003,2003,
hal-00168059,COMM,,Modelling of the control and driving of hospital projects in a complex environment,Jean-Pierre Grandhaye,,,8th IFAC Symposium on Automated Systems Based on Human Skin and Knowledge,2003,2003,
hal-00168131,COMM,,Analysis multicriteria and concurrent engineering: the Rough Sets method,"J. Renaud,F. Fournier,C. Fonteix",,,"10th ISPE - International conference on Concurrent Engineering: Research and applications, Enhanced interoperable systems",2003,2003,
hal-00284702,OTHER,,"Favoriser l'articulation ""ergonomie-conception de produits"" à l'aide de mannequins numériques","C. Chitescu,J.C. Sagot,S. Gomes",,,,2003,,
hal-00284723,OTHER,,Conduite du changement : évaluation de l'impact de la mise en place d'un référentiel d'auto-évaluation au sein des pharmacies hospitalières du réseau ONCOLOR,"C. Jacob,I. May,J.P. Grandhaye,P. Baratte",,,,2003,,
hal-00284732,OTHER,,Contribution à la compréhension de l'avis de l'expert dans un choix multi-objectifs. Cas industriel : fabrication de fromages.,"I. Ramirez,J. Renaud,P. Truchot",,,,2003,,
hal-00284742,OTHER,,How to turn an invention into an innovation? An approach based on a reverse use of Triz.,"A. Ngassa,R. Bachelet,P. Truchot",,,,2003,,
hal-00284716,OTHER,,Le confort dans l'habitacle des véhicules : l'utilisation des principes architecturaux pour la conception des voitures,"R. Khoudeir,B. Roussel",,,,2003,,
hal-00284736,OTHER,,Métrologie et systèmes d'innovation,"J.R. Corona-Armenta,V. Boly",,,,2003,,
hal-00168133,COMM,,Multicriteria analysis and Rough Sets method: biochemical application,"J. Renaud,F. Fournier,C. Fonteix",,,CESA'2003 IMACS - Computational Engineering in Systems Application,2003,2003,
hal-00169402,COMM,,"Organisation and Safety: Establishing a list of organisational criteria\, including potentially detrimental associated mechanisms\, and impact on safety in the system","Sylvain Duriez,Elie Fadier",,,"European Safety and Reliability Conference : The Netherlands: Improvement of risk-based methodologies through the combination of technical, project, financial and environmental approaches to risk",2003,2003,
hal-00169385,COMM,,Organisational factors and safety performances,"Sylvain Duriez,Elie Fadier,Olivier Chery",,,European Safety aind Reliability Conference - ESREL -,2003,2003,
halshs-01782043,COMM,,Le management des connaissances : état des lieux et perspectives,"Mohamed Bayad,Serge Francis Simen",,,"XIIe Conférence Internationale de Management Stratégique, Les Côtes de Carthage – Tunis",2003,2003,
hal-00168134,COMM,,Ergonomics evaluation of computer games for visually impaired children,"A. Buaud,D. Archambault,B. Roussel",,,International conference of Human Computer Interaction,2003,2003,
hal-00162840,ART,,Intégration d'événements imprévus au processus de développement de produits (2ème partie),"S. Ezzedine,Jean-Pierre Grandhaye",La Valeur,,,2003,,
hal-00284087,COMM,,Implications d'une approche par compétences sur les modalités du dispositif pédagogique et son fonctionnement,Valérie Rault-Jacquot,,,2ème Colloque Questions de Pédagogie dans l'enseignement supérieur,2003,2003,
hal-00168135,COMM,,Coordination inter-organisationnelle et relation au territoire : émergence de méta-organisations égalitaires et gouvernance locale,Jean-Louis Coujard,,,"Rencontres internationales ""Démocratie et Management local""",2003,2003,
hal-00168136,COMM,,Expert and SME: contribution to the analysis of the impact of the expert in the design process,"J.C. Marpeau,T. Bisaga,V. Boly",,,IAMOT - International Conference on Management of Technology,2003,2003,
hal-00168144,COMM,,"Use\, a common reference system for cooperating and innovating","T. Vallette,B. Roussel,Dominique Millet,R. Duchamp",,,IAMOT - International Conference on Management of Technology,2003,2003,
hal-00168143,COMM,,Decision making by Rough Sets applied to chemical and biochemical multicriteria optimisation processes,"J. Renaud,J. Thibault,K. Zaras,R. Lanouette,F. Fournier,C. Fonteix",,,IAMOT - International Conference on Management of Technology,2003,2003,
hal-00168141,COMM,,Instrumentation of practical data transfer: collaborative design of ergonomics knowledge help-tools,"S. Minel,B. Roussel,Dominique Millet",,,IAMOT - International conference on Management of Technology,2003,2003,
